Training: 2024-09-20 15:52:20,370-rank_id: 0
Training: 2024-09-21 06:03:49,241-Speed 252.78 samples/sec   Loss 6.1980   ReconLoss 0.0810  LearningRate 0.005677   Epoch: 4   Global Step: 47000   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2024-09-21 06:03:59,780-Speed 252.79 samples/sec   Loss 6.7155   ReconLoss 0.0807  LearningRate 0.005676   Epoch: 4   Global Step: 47010   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2024-09-21 06:04:10,246-Speed 253.97 samples/sec   Loss 6.3534   ReconLoss 0.0814  LearningRate 0.005676   Epoch: 4   Global Step: 47020   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2024-09-21 06:04:20,787-Speed 252.45 samples/sec   Loss 7.4748   ReconLoss 0.0849  LearningRate 0.005675   Epoch: 4   Global Step: 47030   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2024-09-21 06:04:31,301-Speed 253.27 samples/sec   Loss 7.2591   ReconLoss 0.0846  LearningRate 0.005675   Epoch: 4   Global Step: 47040   Fp16 Grad Scale: 32768   Required: 35 hours
Training: 2024-09-21 06:04:41,752-Speed 255.10 samples/sec   Loss 6.2823   ReconLoss 0.0805  LearningRate 0.005674   Epoch: 4   Global Step: 47050   Fp16 Grad Scale: 32768   Required: 35 hours
Training: 2024-09-21 06:04:52,405-Speed 249.74 samples/sec   Loss 6.3187   ReconLoss 0.0805  LearningRate 0.005674   Epoch: 4   Global Step: 47060   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2024-09-21 06:05:02,997-Speed 251.55 samples/sec   Loss 6.3537   ReconLoss 0.0791  LearningRate 0.005673   Epoch: 4   Global Step: 47070   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2024-09-21 06:05:13,603-Speed 251.19 samples/sec   Loss 7.5333   ReconLoss 0.0835  LearningRate 0.005673   Epoch: 4   Global Step: 47080   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2024-09-21 06:05:24,218-Speed 250.59 samples/sec   Loss 7.0936   ReconLoss 0.0821  LearningRate 0.005672   Epoch: 4   Global Step: 47090   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2024-09-21 06:05:34,705-Speed 253.86 samples/sec   Loss 7.0852   ReconLoss 0.0815  LearningRate 0.005672   Epoch: 4   Global Step: 47100   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2024-09-21 06:05:45,273-Speed 251.83 samples/sec   Loss 6.4221   ReconLoss 0.0794  LearningRate 0.005672   Epoch: 4   Global Step: 47110   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2024-09-21 06:05:55,811-Speed 252.72 samples/sec   Loss 6.6868   ReconLoss 0.0817  LearningRate 0.005671   Epoch: 4   Global Step: 47120   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2024-09-21 06:06:06,403-Speed 251.63 samples/sec   Loss 6.9124   ReconLoss 0.0838  LearningRate 0.005671   Epoch: 4   Global Step: 47130   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2024-09-21 06:06:16,878-Speed 254.44 samples/sec   Loss 6.3868   ReconLoss 0.0802  LearningRate 0.005670   Epoch: 4   Global Step: 47140   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2024-09-21 06:06:27,445-Speed 252.01 samples/sec   Loss 6.4958   ReconLoss 0.0819  LearningRate 0.005670   Epoch: 4   Global Step: 47150   Fp16 Grad Scale: 16384   Required: 35 hours
Training: 2024-09-21 06:06:38,002-Speed 252.03 samples/sec   Loss 7.8770   ReconLoss 0.0792  LearningRate 0.005669   Epoch: 4   Global Step: 47160   Fp16 Grad Scale: 32768   Required: 35 hours
Training: 2024-09-21 06:06:48,494-Speed 253.75 samples/sec   Loss 6.6612   ReconLoss 0.0827  LearningRate 0.005669   Epoch: 4   Global Step: 47170   Fp16 Grad Scale: 32768   Required: 35 hours
Training: 2024-09-21 06:06:59,046-Speed 252.25 samples/sec   Loss 6.9068   ReconLoss 0.0827  LearningRate 0.005668   Epoch: 4   Global Step: 47180   Fp16 Grad Scale: 32768   Required: 35 hours
Training: 2024-09-21 06:07:09,672-Speed 250.48 samples/sec   Loss 7.1347   ReconLoss 0.0864  LearningRate 0.005668   Epoch: 4   Global Step: 47190   Fp16 Grad Scale: 32768   Required: 35 hours
Training: 2024-09-21 06:07:20,276-Speed 251.46 samples/sec   Loss 7.0892   ReconLoss 0.0853  LearningRate 0.005667   Epoch: 4   Global Step: 47200   Fp16 Grad Scale: 32768   Required: 35 hours
Training: 2024-09-21 06:07:30,841-Speed 252.26 samples/sec   Loss 6.5864   ReconLoss 0.0878  LearningRate 0.005667   Epoch: 4   Global Step: 47210   Fp16 Grad Scale: 32768   Required: 35 hours
Training: 2024-09-21 06:07:41,369-Speed 253.29 samples/sec   Loss 7.0306   ReconLoss 0.0810  LearningRate 0.005666   Epoch: 4   Global Step: 47220   Fp16 Grad Scale: 32768   Required: 35 hours
Training: 2024-09-21 06:07:51,909-Speed 252.77 samples/sec   Loss 6.4842   ReconLoss 0.0820  LearningRate 0.005666   Epoch: 4   Global Step: 47230   Fp16 Grad Scale: 32768   Required: 35 hours
Training: 2024-09-21 06:08:02,401-Speed 253.73 samples/sec   Loss 7.2934   ReconLoss 0.0822  LearningRate 0.005665   Epoch: 4   Global Step: 47240   Fp16 Grad Scale: 32768   Required: 35 hours
Training: 2024-09-21 06:08:12,972-Speed 251.93 samples/sec   Loss 6.5210   ReconLoss 0.0822  LearningRate 0.005665   Epoch: 4   Global Step: 47250   Fp16 Grad Scale: 32768   Required: 35 hours
Training: 2024-09-21 06:08:23,484-Speed 253.54 samples/sec   Loss 6.7763   ReconLoss 0.0799  LearningRate 0.005664   Epoch: 4   Global Step: 47260   Fp16 Grad Scale: 65536   Required: 35 hours
Training: 2024-09-21 06:08:33,990-Speed 253.50 samples/sec   Loss 7.3758   ReconLoss 0.0812  LearningRate 0.005664   Epoch: 4   Global Step: 47270   Fp16 Grad Scale: 32768   Required: 35 hours
Training: 2024-09-21 06:08:44,555-Speed 252.30 samples/sec   Loss 6.7290   ReconLoss 0.0825  LearningRate 0.005663   Epoch: 4   Global Step: 47280   Fp16 Grad Scale: 32768   Required: 35 hours
Training: 2024-09-21 06:08:55,074-Speed 253.52 samples/sec   Loss 6.5198   ReconLoss 0.0821  LearningRate 0.005663   Epoch: 4   Global Step: 47290   Fp16 Grad Scale: 32768   Required: 35 hours
Training: 2024-09-21 06:09:05,649-Speed 251.83 samples/sec   Loss 6.2412   ReconLoss 0.0794  LearningRate 0.005662   Epoch: 4   Global Step: 47300   Fp16 Grad Scale: 32768   Required: 35 hours
Training: 2024-09-21 06:09:16,151-Speed 253.53 samples/sec   Loss 6.9591   ReconLoss 0.0841  LearningRate 0.005662   Epoch: 4   Global Step: 47310   Fp16 Grad Scale: 32768   Required: 35 hours
Training: 2024-09-21 06:09:26,728-Speed 252.33 samples/sec   Loss 7.0506   ReconLoss 0.0809  LearningRate 0.005661   Epoch: 4   Global Step: 47320   Fp16 Grad Scale: 32768   Required: 35 hours
Training: 2024-09-21 06:09:37,289-Speed 251.92 samples/sec   Loss 7.0703   ReconLoss 0.0794  LearningRate 0.005661   Epoch: 4   Global Step: 47330   Fp16 Grad Scale: 32768   Required: 35 hours
Training: 2024-09-21 06:09:47,918-Speed 250.26 samples/sec   Loss 6.6960   ReconLoss 0.0828  LearningRate 0.005660   Epoch: 4   Global Step: 47340   Fp16 Grad Scale: 32768   Required: 35 hours
Training: 2024-09-21 06:09:58,463-Speed 252.35 samples/sec   Loss 6.2344   ReconLoss 0.0808  LearningRate 0.005660   Epoch: 4   Global Step: 47350   Fp16 Grad Scale: 32768   Required: 35 hours
Training: 2024-09-21 06:10:08,979-Speed 253.19 samples/sec   Loss 6.7579   ReconLoss 0.0801  LearningRate 0.005659   Epoch: 4   Global Step: 47360   Fp16 Grad Scale: 32768   Required: 35 hours
Training: 2024-09-21 06:10:19,532-Speed 252.44 samples/sec   Loss 7.4919   ReconLoss 0.0831  LearningRate 0.005659   Epoch: 4   Global Step: 47370   Fp16 Grad Scale: 32768   Required: 35 hours
Training: 2024-09-21 06:10:30,098-Speed 251.97 samples/sec   Loss 6.7490   ReconLoss 0.0830  LearningRate 0.005658   Epoch: 4   Global Step: 47380   Fp16 Grad Scale: 32768   Required: 35 hours
Training: 2024-09-21 06:10:40,642-Speed 252.35 samples/sec   Loss 6.6472   ReconLoss 0.0804  LearningRate 0.005658   Epoch: 4   Global Step: 47390   Fp16 Grad Scale: 32768   Required: 35 hours
Training: 2024-09-21 06:10:51,176-Speed 252.56 samples/sec   Loss 5.8682   ReconLoss 0.0800  LearningRate 0.005657   Epoch: 4   Global Step: 47400   Fp16 Grad Scale: 32768   Required: 35 hours
Training: 2024-09-21 06:11:01,765-Speed 251.57 samples/sec   Loss 7.1377   ReconLoss 0.0817  LearningRate 0.005657   Epoch: 4   Global Step: 47410   Fp16 Grad Scale: 32768   Required: 35 hours
Training: 2024-09-21 06:11:12,215-Speed 254.83 samples/sec   Loss 7.3235   ReconLoss 0.0784  LearningRate 0.005656   Epoch: 4   Global Step: 47420   Fp16 Grad Scale: 32768   Required: 35 hours
Training: 2024-09-21 06:11:22,726-Speed 253.09 samples/sec   Loss 6.8064   ReconLoss 0.0817  LearningRate 0.005656   Epoch: 4   Global Step: 47430   Fp16 Grad Scale: 32768   Required: 35 hours
Training: 2024-09-21 06:11:33,214-Speed 253.86 samples/sec   Loss 6.6665   ReconLoss 0.0826  LearningRate 0.005655   Epoch: 4   Global Step: 47440   Fp16 Grad Scale: 32768   Required: 35 hours
Training: 2024-09-21 06:11:43,702-Speed 253.76 samples/sec   Loss 6.6492   ReconLoss 0.0809  LearningRate 0.005655   Epoch: 4   Global Step: 47450   Fp16 Grad Scale: 32768   Required: 35 hours
Training: 2024-09-21 06:11:54,220-Speed 253.05 samples/sec   Loss 7.1895   ReconLoss 0.0816  LearningRate 0.005654   Epoch: 4   Global Step: 47460   Fp16 Grad Scale: 32768   Required: 35 hours
Training: 2024-09-21 06:12:04,731-Speed 253.32 samples/sec   Loss 6.6884   ReconLoss 0.0831  LearningRate 0.005654   Epoch: 4   Global Step: 47470   Fp16 Grad Scale: 32768   Required: 35 hours
Training: 2024-09-21 06:12:15,235-Speed 253.59 samples/sec   Loss 7.2236   ReconLoss 0.0894  LearningRate 0.005653   Epoch: 4   Global Step: 47480   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:12:25,727-Speed 253.95 samples/sec   Loss 7.5708   ReconLoss 0.0832  LearningRate 0.005653   Epoch: 4   Global Step: 47490   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:12:36,260-Speed 252.67 samples/sec   Loss 7.3964   ReconLoss 0.0852  LearningRate 0.005652   Epoch: 4   Global Step: 47500   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:12:46,820-Speed 252.27 samples/sec   Loss 7.9752   ReconLoss 0.0834  LearningRate 0.005652   Epoch: 4   Global Step: 47510   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:12:57,395-Speed 251.51 samples/sec   Loss 6.4657   ReconLoss 0.0793  LearningRate 0.005651   Epoch: 4   Global Step: 47520   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:13:07,970-Speed 251.67 samples/sec   Loss 6.6364   ReconLoss 0.0875  LearningRate 0.005651   Epoch: 4   Global Step: 47530   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:13:18,582-Speed 250.67 samples/sec   Loss 6.8183   ReconLoss 0.0835  LearningRate 0.005650   Epoch: 4   Global Step: 47540   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:13:29,142-Speed 252.06 samples/sec   Loss 7.1293   ReconLoss 0.0812  LearningRate 0.005650   Epoch: 4   Global Step: 47550   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:13:39,716-Speed 251.86 samples/sec   Loss 7.1255   ReconLoss 0.0839  LearningRate 0.005649   Epoch: 4   Global Step: 47560   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:13:50,283-Speed 251.97 samples/sec   Loss 7.1091   ReconLoss 0.0784  LearningRate 0.005649   Epoch: 4   Global Step: 47570   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:14:00,819-Speed 252.57 samples/sec   Loss 6.8197   ReconLoss 0.0790  LearningRate 0.005648   Epoch: 4   Global Step: 47580   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:14:11,322-Speed 253.29 samples/sec   Loss 6.8527   ReconLoss 0.0812  LearningRate 0.005648   Epoch: 4   Global Step: 47590   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:14:21,861-Speed 252.46 samples/sec   Loss 6.6181   ReconLoss 0.0859  LearningRate 0.005647   Epoch: 4   Global Step: 47600   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:14:32,404-Speed 252.44 samples/sec   Loss 7.2387   ReconLoss 0.0845  LearningRate 0.005647   Epoch: 4   Global Step: 47610   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:14:42,935-Speed 253.06 samples/sec   Loss 7.4980   ReconLoss 0.0920  LearningRate 0.005646   Epoch: 4   Global Step: 47620   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:14:53,451-Speed 252.97 samples/sec   Loss 6.2234   ReconLoss 0.0814  LearningRate 0.005646   Epoch: 4   Global Step: 47630   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:15:03,952-Speed 253.47 samples/sec   Loss 7.3607   ReconLoss 0.0819  LearningRate 0.005645   Epoch: 4   Global Step: 47640   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:15:14,524-Speed 251.87 samples/sec   Loss 6.5810   ReconLoss 0.0827  LearningRate 0.005645   Epoch: 4   Global Step: 47650   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:15:24,949-Speed 255.53 samples/sec   Loss 6.4455   ReconLoss 0.0823  LearningRate 0.005644   Epoch: 4   Global Step: 47660   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:15:35,428-Speed 254.28 samples/sec   Loss 6.5092   ReconLoss 0.0798  LearningRate 0.005644   Epoch: 4   Global Step: 47670   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:15:45,990-Speed 251.90 samples/sec   Loss 7.3567   ReconLoss 0.0808  LearningRate 0.005643   Epoch: 4   Global Step: 47680   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:15:56,430-Speed 254.97 samples/sec   Loss 6.4770   ReconLoss 0.0797  LearningRate 0.005643   Epoch: 4   Global Step: 47690   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:16:06,897-Speed 254.26 samples/sec   Loss 6.6886   ReconLoss 0.0824  LearningRate 0.005642   Epoch: 4   Global Step: 47700   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:16:17,420-Speed 252.82 samples/sec   Loss 6.4127   ReconLoss 0.0825  LearningRate 0.005642   Epoch: 4   Global Step: 47710   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:16:27,931-Speed 253.22 samples/sec   Loss 6.7262   ReconLoss 0.0818  LearningRate 0.005641   Epoch: 4   Global Step: 47720   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:16:38,479-Speed 252.28 samples/sec   Loss 6.3061   ReconLoss 0.0772  LearningRate 0.005641   Epoch: 4   Global Step: 47730   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:16:48,983-Speed 253.48 samples/sec   Loss 7.5926   ReconLoss 0.0832  LearningRate 0.005640   Epoch: 4   Global Step: 47740   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:16:59,457-Speed 254.43 samples/sec   Loss 6.1529   ReconLoss 0.0801  LearningRate 0.005640   Epoch: 4   Global Step: 47750   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:17:09,985-Speed 252.82 samples/sec   Loss 6.9380   ReconLoss 0.0782  LearningRate 0.005639   Epoch: 4   Global Step: 47760   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:17:20,477-Speed 253.72 samples/sec   Loss 6.3292   ReconLoss 0.0819  LearningRate 0.005639   Epoch: 4   Global Step: 47770   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:17:30,984-Speed 253.42 samples/sec   Loss 8.0907   ReconLoss 0.0806  LearningRate 0.005638   Epoch: 4   Global Step: 47780   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:17:41,502-Speed 253.26 samples/sec   Loss 6.3444   ReconLoss 0.0788  LearningRate 0.005638   Epoch: 4   Global Step: 47790   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:17:51,981-Speed 254.07 samples/sec   Loss 7.0324   ReconLoss 0.0838  LearningRate 0.005637   Epoch: 4   Global Step: 47800   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:18:02,473-Speed 253.71 samples/sec   Loss 7.2705   ReconLoss 0.0815  LearningRate 0.005637   Epoch: 4   Global Step: 47810   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:18:13,068-Speed 251.16 samples/sec   Loss 6.4912   ReconLoss 0.0799  LearningRate 0.005636   Epoch: 4   Global Step: 47820   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:18:23,609-Speed 252.66 samples/sec   Loss 6.0398   ReconLoss 0.0809  LearningRate 0.005636   Epoch: 4   Global Step: 47830   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:18:34,216-Speed 251.04 samples/sec   Loss 6.5925   ReconLoss 0.0824  LearningRate 0.005635   Epoch: 4   Global Step: 47840   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:18:44,704-Speed 254.17 samples/sec   Loss 6.3215   ReconLoss 0.0790  LearningRate 0.005635   Epoch: 4   Global Step: 47850   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:18:55,194-Speed 254.27 samples/sec   Loss 6.9312   ReconLoss 0.0831  LearningRate 0.005634   Epoch: 4   Global Step: 47860   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:19:05,771-Speed 251.55 samples/sec   Loss 7.2895   ReconLoss 0.0792  LearningRate 0.005634   Epoch: 4   Global Step: 47870   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:19:16,276-Speed 253.27 samples/sec   Loss 7.1248   ReconLoss 0.0794  LearningRate 0.005633   Epoch: 4   Global Step: 47880   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:19:26,698-Speed 255.60 samples/sec   Loss 6.7854   ReconLoss 0.0814  LearningRate 0.005633   Epoch: 4   Global Step: 47890   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:19:37,222-Speed 252.76 samples/sec   Loss 6.5479   ReconLoss 0.0828  LearningRate 0.005632   Epoch: 4   Global Step: 47900   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:19:47,772-Speed 252.16 samples/sec   Loss 6.6524   ReconLoss 0.0791  LearningRate 0.005632   Epoch: 4   Global Step: 47910   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:19:58,334-Speed 252.07 samples/sec   Loss 7.6259   ReconLoss 0.0754  LearningRate 0.005631   Epoch: 4   Global Step: 47920   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:20:08,809-Speed 253.97 samples/sec   Loss 7.6933   ReconLoss 0.0825  LearningRate 0.005631   Epoch: 4   Global Step: 47930   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:20:19,345-Speed 252.73 samples/sec   Loss 7.1164   ReconLoss 0.0829  LearningRate 0.005630   Epoch: 4   Global Step: 47940   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:20:29,895-Speed 252.68 samples/sec   Loss 7.1467   ReconLoss 0.0839  LearningRate 0.005630   Epoch: 4   Global Step: 47950   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:20:40,388-Speed 254.13 samples/sec   Loss 6.4925   ReconLoss 0.0787  LearningRate 0.005629   Epoch: 4   Global Step: 47960   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:20:50,941-Speed 252.20 samples/sec   Loss 7.2686   ReconLoss 0.0812  LearningRate 0.005629   Epoch: 4   Global Step: 47970   Fp16 Grad Scale: 65536   Required: 34 hours
Training: 2024-09-21 06:21:01,477-Speed 252.52 samples/sec   Loss 7.0136   ReconLoss 0.0815  LearningRate 0.005629   Epoch: 4   Global Step: 47980   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:21:12,006-Speed 253.24 samples/sec   Loss 6.3098   ReconLoss 0.0804  LearningRate 0.005628   Epoch: 4   Global Step: 47990   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:21:22,576-Speed 251.77 samples/sec   Loss 6.5755   ReconLoss 0.0797  LearningRate 0.005628   Epoch: 4   Global Step: 48000   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:21:43,538-[lfw][48000]XNorm: 22.589392
Training: 2024-09-21 06:21:43,538-[lfw][48000]Accuracy-Flip: 0.99633+-0.00287
Training: 2024-09-21 06:21:43,538-[lfw][48000]Accuracy-Highest: 0.99700
Training: 2024-09-21 06:22:07,602-[cfp_fp][48000]XNorm: 18.767545
Training: 2024-09-21 06:22:07,602-[cfp_fp][48000]Accuracy-Flip: 0.95571+-0.00990
Training: 2024-09-21 06:22:07,603-[cfp_fp][48000]Accuracy-Highest: 0.96057
Training: 2024-09-21 06:22:28,204-[agedb_30][48000]XNorm: 21.750172
Training: 2024-09-21 06:22:28,204-[agedb_30][48000]Accuracy-Flip: 0.96567+-0.00797
Training: 2024-09-21 06:22:28,204-[agedb_30][48000]Accuracy-Highest: 0.96783
Training: 2024-09-21 06:22:38,691-Speed 33.81 samples/sec   Loss 6.6744   ReconLoss 0.0794  LearningRate 0.005627   Epoch: 4   Global Step: 48010   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:22:49,143-Speed 254.71 samples/sec   Loss 6.1289   ReconLoss 0.0831  LearningRate 0.005627   Epoch: 4   Global Step: 48020   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:22:59,651-Speed 253.27 samples/sec   Loss 7.0834   ReconLoss 0.0826  LearningRate 0.005626   Epoch: 4   Global Step: 48030   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:23:10,158-Speed 253.17 samples/sec   Loss 8.2451   ReconLoss 0.0860  LearningRate 0.005626   Epoch: 4   Global Step: 48040   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:23:20,678-Speed 253.04 samples/sec   Loss 7.0958   ReconLoss 0.0824  LearningRate 0.005625   Epoch: 4   Global Step: 48050   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:23:31,189-Speed 253.04 samples/sec   Loss 7.7240   ReconLoss 0.0822  LearningRate 0.005625   Epoch: 4   Global Step: 48060   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:23:41,716-Speed 252.84 samples/sec   Loss 6.5019   ReconLoss 0.0867  LearningRate 0.005624   Epoch: 4   Global Step: 48070   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:23:52,278-Speed 251.80 samples/sec   Loss 6.8680   ReconLoss 0.0818  LearningRate 0.005624   Epoch: 4   Global Step: 48080   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:24:02,848-Speed 251.84 samples/sec   Loss 6.8190   ReconLoss 0.0823  LearningRate 0.005623   Epoch: 4   Global Step: 48090   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:24:13,449-Speed 251.21 samples/sec   Loss 6.5861   ReconLoss 0.0810  LearningRate 0.005623   Epoch: 4   Global Step: 48100   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:24:23,976-Speed 253.06 samples/sec   Loss 7.5834   ReconLoss 0.0769  LearningRate 0.005622   Epoch: 4   Global Step: 48110   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:24:34,525-Speed 252.55 samples/sec   Loss 5.8894   ReconLoss 0.0822  LearningRate 0.005622   Epoch: 4   Global Step: 48120   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:24:45,061-Speed 252.89 samples/sec   Loss 6.4638   ReconLoss 0.0789  LearningRate 0.005621   Epoch: 4   Global Step: 48130   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:24:55,660-Speed 251.13 samples/sec   Loss 7.3254   ReconLoss 0.0809  LearningRate 0.005621   Epoch: 4   Global Step: 48140   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:25:06,358-Speed 248.57 samples/sec   Loss 7.4137   ReconLoss 0.0803  LearningRate 0.005620   Epoch: 4   Global Step: 48150   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:25:16,951-Speed 251.17 samples/sec   Loss 6.6197   ReconLoss 0.0820  LearningRate 0.005620   Epoch: 4   Global Step: 48160   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:25:27,494-Speed 252.39 samples/sec   Loss 7.1743   ReconLoss 0.0859  LearningRate 0.005619   Epoch: 4   Global Step: 48170   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:25:38,030-Speed 252.46 samples/sec   Loss 6.3782   ReconLoss 0.0830  LearningRate 0.005619   Epoch: 4   Global Step: 48180   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:25:48,535-Speed 253.25 samples/sec   Loss 6.6244   ReconLoss 0.0753  LearningRate 0.005618   Epoch: 4   Global Step: 48190   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:25:59,109-Speed 251.58 samples/sec   Loss 7.0110   ReconLoss 0.0793  LearningRate 0.005618   Epoch: 4   Global Step: 48200   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:26:09,674-Speed 251.75 samples/sec   Loss 6.9330   ReconLoss 0.0799  LearningRate 0.005617   Epoch: 4   Global Step: 48210   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:26:20,262-Speed 251.27 samples/sec   Loss 8.0409   ReconLoss 0.0810  LearningRate 0.005617   Epoch: 4   Global Step: 48220   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:26:30,781-Speed 253.06 samples/sec   Loss 6.6535   ReconLoss 0.0802  LearningRate 0.005616   Epoch: 4   Global Step: 48230   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:26:41,384-Speed 250.96 samples/sec   Loss 6.5966   ReconLoss 0.0799  LearningRate 0.005616   Epoch: 4   Global Step: 48240   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:26:51,963-Speed 251.41 samples/sec   Loss 6.9307   ReconLoss 0.0770  LearningRate 0.005615   Epoch: 4   Global Step: 48250   Fp16 Grad Scale: 32768   Required: 34 hours
